Hawkishness Date,Hawkishness
2013-10-29,-0.1
2013-12-31,-0.1
2013-11-26,-0.1379310344827586
2013-09-25,-0.1034482758620689
2014-01-28,0.03125
2013-05-28,-0.3333333333333333
2013-04-02,-0.5517241379310345
2013-07-30,-0.3333333333333333
2013-06-25,-0.5769230769230769
2013-05-07,-0.4615384615384615
2013-02-26,-0.5517241379310345
2013-08-27,-0.0714285714285714
2014-06-24,0.0689655172413793
2014-12-05,-0.4545454545454545
2014-07-29,-0.0344827586206896
2014-04-29,-0.1212121212121212
2014-10-29,-0.2926829268292683
2015-01-28,-0.3333333333333333
2014-04-01,-0.0769230769230769
2014-08-28,-0.4848484848484848
2014-02-25,0.0285714285714285
2014-05-27,0.1
2014-12-30,0.0
2014-09-30,-0.5945945945945946
2022-12-27,0.2816901408450704
2022-02-15,0.3136094674556213
2022-03-29,0.3312101910828025
2022-05-17,0.4967320261437908
2022-11-15,0.3642857142857142
2022-09-27,0.3333333333333333
2022-08-16,0.5040650406504065
2022-06-28,0.5423728813559322
2024-01-30,-0.1326530612244898
2024-03-12,-0.0508474576271186
2024-07-30,-0.0634920634920634
2024-06-11,0.0
2024-04-30,-0.0073529411764705
2024-09-10,-0.1865671641791045
2023-02-14,-0.046979865771812
2023-03-28,-0.0193548387096774
2023-12-19,-0.0924369747899159
2023-06-13,0.0069444444444444
2023-05-02,-0.0074074074074074
2023-09-12,0.0434782608695652
2023-11-07,0.208
2016-01-26,0.0
2015-03-03,-0.2222222222222222
2015-10-28,-0.2040816326530612
2015-07-01,-0.1860465116279069
2015-07-28,-0.3404255319148936
2015-04-28,-0.4042553191489361
2015-08-25,-0.12
2015-05-27,-0.3777777777777777
2015-12-29,0.0666666666666666
2015-12-01,-0.1568627450980392
2015-04-07,0.0
2015-10-02,-0.0196078431372549
2012-12-28,-0.074074074074074
2012-08-21,-0.2
2012-03-27,-0.054054054054054
2012-05-22,0.0588235294117647
2013-01-29,-0.2307692307692307
2012-11-27,-0.5172413793103449
2012-06-26,-0.0285714285714285
2012-09-18,-0.8
2012-04-24,-0.2285714285714285
2012-07-26,0.2068965517241379
2012-11-01,-0.2857142857142857
2012-10-16,-0.4444444444444444
2017-02-28,-0.0631578947368421
2017-08-29,0.0113636363636363
2017-05-30,0.1034482758620689
2017-07-11,0.0459770114942528
2017-12-05,0.1875
2017-04-11,-0.0394736842105263
2018-01-16,0.1702127659574468
2017-10-19,-0.0297029702970297
2010-09-24,0.3243243243243243
2011-02-15,0.5161290322580645
2010-08-24,0.2162162162162162
2010-06-04,-0.2307692307692307
2010-07-06,-0.1071428571428571
2010-10-27,0.3428571428571428
2011-02-25,0.1470588235294117
2010-07-30,0.06
2010-11-30,0.15625
2011-01-12,0.2162162162162162
2010-04-27,-0.1774193548387097
2019-05-21,-0.3629032258064516
2019-04-16,-0.3474576271186441
2019-10-01,-0.5642857142857143
2019-07-02,-0.4307692307692308
2019-08-20,-0.6153846153846154
2019-11-19,-0.559322033898305
2019-12-31,-0.5169491525423728
2019-03-12,-0.3728813559322034
2021-02-16,-0.1074380165289256
2021-12-28,0.3426573426573426
2021-06-29,0.145985401459854
2021-08-17,0.1689189189189189
2021-03-30,-0.1825396825396825
2021-11-16,0.2180451127819548
2021-09-28,0.2372881355932203
2021-05-18,0.0948275862068965
2020-06-30,-0.6607142857142857
2020-12-29,-0.1612903225806451
2020-04-14,-0.5692307692307692
2020-03-31,-0.3305785123966942
2020-11-17,-0.2992125984251969
2020-08-18,-0.4354838709677419
2020-09-29,-0.3968253968253968
2020-02-18,-0.2480620155038759
2020-05-12,-0.5966386554621849
2018-12-04,0.0393700787401574
2018-07-10,0.109090909090909
2019-01-15,-0.0780141843971631
2018-04-17,-0.0612244897959183
2018-03-06,-0.0824742268041237
2018-05-29,-0.036697247706422
2018-10-16,-0.0353982300884955
2018-08-28,0.152
2011-05-27,0.6060606060606061
2011-10-28,0.4324324324324324
2011-10-07,0.3428571428571428
2011-07-01,0.3611111111111111
2011-04-06,0.3947368421052631
2011-08-02,0.4242424242424242
2012-01-25,-0.1
2011-05-06,0.525
2011-08-26,0.3421052631578947
2011-11-24,0.2258064516129032
2011-12-27,0.09375
2012-02-23,-0.2
2016-07-26,-0.6666666666666666
2016-08-30,-0.2063492063492063
2017-01-31,-0.0259740259740259
2016-04-26,-0.2413793103448276
2016-09-27,-0.2727272727272727
2016-06-28,-0.2321428571428571
2016-12-27,0.1363636363636363
2016-03-02,-0.22
2016-11-29,0.144927536231884
2016-03-29,-0.4230769230769231
2016-06-07,-0.4067796610169492
2016-10-25,-0.0833333333333333
