Hawkishness Date,Hawkishness
2013-06-14,-0.2473118279569892
2013-08-09,-0.3135593220338983
2013-10-11,0.0747663551401869
2014-01-03,-0.110091743119266
2013-03-08,-0.3873873873873873
2013-09-13,0.0
2013-07-12,-0.1098901098901098
2013-05-10,-0.431578947368421
2013-12-13,-0.1428571428571428
2013-04-05,-0.4144144144144144
2013-11-08,-0.1339285714285714
2013-02-11,-0.4635761589403973
2014-11-14,-0.1621621621621621
2014-04-04,0.203883495145631
2014-12-12,0.032258064516129
2014-07-04,0.2608695652173913
2014-05-09,0.2282608695652173
2014-09-12,0.1666666666666666
2014-03-14,0.1826923076923076
2014-08-15,0.0138888888888888
2014-10-10,-0.1052631578947368
2014-06-18,0.2093023255813953
2014-02-14,-0.0089285714285714
2022-07-05,0.6071428571428571
2022-12-22,0.3870967741935484
2022-08-03,0.8333333333333334
2022-11-02,0.7272727272727273
2022-02-01,0.4166666666666667
2022-04-05,0.9090909090909092
2022-10-04,0.76
2022-05-03,0.8235294117647058
2024-10-04,-0.3823529411764705
2024-08-05,-0.2857142857142857
2024-02-06,-0.40625
2024-04-02,-0.5641025641025641
2024-07-04,-0.16
2024-05-07,-0.4666666666666667
2023-05-03,0.2068965517241379
2023-11-03,0.3846153846153846
2023-08-03,-0.0263157894736842
2023-02-02,0.1470588235294117
2023-12-23,-0.2857142857142857
2023-04-04,0.1
2023-07-06,-0.0967741935483871
2023-10-04,0.21875
2015-02-13,-0.2222222222222222
2015-12-30,0.2352941176470588
2015-03-06,0.3333333333333333
2015-08-14,-0.2580645161290322
2015-06-05,-0.3333333333333333
2015-10-09,0.0909090909090909
2015-04-01,-0.1891891891891892
2015-11-13,0.0588235294117647
2015-09-04,-0.0303030303030303
2015-05-08,-0.2790697674418604
2015-07-10,-0.4193548387096774
2015-12-11,0.5277777777777778
2012-03-09,-0.075
2012-12-14,-0.4125
2012-07-13,-0.3486238532110092
2012-06-08,-0.0129310344827586
2012-05-11,-0.0921052631578947
2012-09-07,
2013-01-04,-0.1452991452991453
2012-10-12,0.0169491525423728
2012-08-10,-0.5
2012-04-04,0.1031746031746031
2012-11-14,-0.1452991452991453
2012-02-10,0.2083333333333333
2008-06-06,0.0119047619047619
2008-11-07,-0.0718954248366013
2008-10-03,0.0169491525423728
2008-05-09,0.1428571428571428
2008-04-11,0.0
2008-07-25,0.0930232558139534
2008-02-08,0.2280701754385964
2008-12-05,-0.0705882352941176
2008-07-04,0.0704225352112676
2008-03-07,0.4
2008-08-29,-0.0175438596491228
2009-05-15,-0.5638297872340425
2009-03-13,-0.4900662251655629
2009-06-12,-0.5263157894736842
2009-08-06,-0.5148514851485149
2009-04-03,-0.4375
2009-02-13,-0.3636363636363636
2009-12-04,-0.3292682926829268
2009-12-30,-0.4133333333333333
2009-09-11,-0.3333333333333333
2009-07-03,-0.3516483516483517
2009-11-06,-0.3580246913580246
2009-10-08,-0.2676056338028169
2017-09-15,-0.391304347826087
2017-05-12,-0.0909090909090909
2017-07-14,-0.7142857142857143
2017-12-07,-0.3928571428571428
2017-04-07,-0.1818181818181818
2017-11-10,-0.1612903225806451
2017-08-11,-0.3666666666666666
2017-06-09,-0.2222222222222222
2017-10-13,-0.064516129032258
2017-03-10,-0.2105263157894736
2017-12-28,0.0833333333333333
2017-02-10,-0.0714285714285714
2010-11-12,0.054054054054054
2010-07-02,-0.0701754385964912
2010-09-03,-0.032258064516129
2010-12-30,0.1320754716981132
2010-12-03,-0.087719298245614
2010-04-09,0.0329670329670329
2010-08-06,0.0515463917525773
2010-10-08,-0.1818181818181818
2010-05-14,-0.1219512195121951
2010-03-12,0.054054054054054
2010-02-12,-0.1320754716981132
2019-08-02,-0.6666666666666666
2019-04-01,-0.2258064516129032
2019-12-23,-0.5
2019-11-01,-0.25
2019-05-06,-0.05
2019-07-02,-0.2142857142857142
2019-09-30,-0.1111111111111111
2019-02-07,-0.1290322580645161
2021-10-04,0.6
2021-03-29,0.2972972972972973
2021-05-03,-0.2941176470588235
2021-06-30,0.074074074074074
2021-12-21,0.5454545454545454
2021-02-01,-0.5384615384615384
2021-08-03,0.125
2021-11-03,0.5
2020-02-03,-0.375
2020-05-04,-0.75
2020-08-03,-0.75
2020-09-28,-0.5714285714285714
2020-11-30,-0.4166666666666667
2020-03-30,-0.5
2020-06-01,-1.0
2020-12-21,-0.2727272727272727
2020-09-01,-0.8
2020-11-03,-0.6666666666666666
2018-04-06,-0.2692307692307692
2018-05-07,-0.1153846153846153
2018-07-09,-0.1739130434782608
2018-11-02,0.0
2018-08-03,-0.1304347826086956
2018-12-28,-0.2222222222222222
2018-10-05,-0.125
2018-02-09,-0.16
2011-12-29,0.0198019801980198
2011-03-11,0.3529411764705882
2011-11-11,0.1150442477876106
2011-07-01,0.1
2011-08-12,0.1868131868131868
2011-04-01,0.1038961038961039
2011-10-14,0.0165745856353591
2011-09-02,0.0103092783505154
2011-12-09,0.225
2011-05-13,0.3209876543209876
2011-06-10,0.225
2011-02-14,0.2063492063492063
2016-10-14,-0.4
2016-06-10,0.3225806451612903
2016-08-12,0.1875
2016-03-04,0.2352941176470588
2016-12-29,-0.0333333333333333
2016-12-09,-0.0952380952380952
2016-07-08,0.1111111111111111
2016-05-13,0.2702702702702703
2016-09-16,-0.0285714285714285
2016-11-11,-0.1111111111111111
2016-04-01,0.2058823529411764
2016-02-12,0.0967741935483871
