Hawkishness Date,Hawkishness
2013-04-25,-0.1234567901234567
2013-10-24,0.0806451612903225
2013-07-25,0.0138888888888888
2013-03-14,0.12
2013-09-12,-0.1097560975609756
2013-12-12,0.0
2013-01-24,-0.0294117647058823
2013-06-13,-0.1617647058823529
2014-07-31,0.1333333333333333
2014-09-11,0.1940298507462686
2014-02-06,0.1267605633802817
2014-10-23,-0.0909090909090909
2014-03-27,0.0196078431372549
2014-06-19,0.1076923076923077
2014-05-08,0.2903225806451613
2014-12-11,-0.3272727272727272
2022-05-19,0.3768115942028985
2022-03-24,0.0684931506849315
2022-09-22,0.2238805970149253
2022-11-17,0.2686567164179104
2022-08-18,0.1549295774647887
2022-12-15,0.1142857142857142
2022-02-17,-0.3428571428571428
2022-06-23,0.3870967741935484
2024-02-14,0.0294117647058823
2024-05-16,0.3571428571428571
2024-04-08,0.3265306122448979
2024-06-27,-0.1063829787234042
2023-09-21,0.1466666666666666
2023-03-23,0.2602739726027397
2023-02-16,0.2361111111111111
2023-06-22,-0.1451612903225806
2023-08-17,-0.2083333333333333
2023-05-18,0.0508474576271186
2023-11-16,0.0289855072463768
2023-10-26,0.3181818181818182
2023-12-14,0.1451612903225806
2015-06-25,-0.3214285714285714
2015-09-24,-0.15625
2015-08-13,-0.2580645161290322
2015-02-12,-0.3818181818181818
2015-03-26,-0.0655737704918032
2015-11-12,-0.0147058823529411
2015-12-17,0.0461538461538461
2015-05-14,-0.1272727272727272
2012-12-13,0.0253164556962025
2012-07-26,-0.25
2012-03-01,-0.25
2012-10-25,-0.1518987341772152
2012-01-19,-0.4339622641509434
2012-09-13,0.0129870129870129
2012-06-14,-0.1392405063291139
2012-04-19,-0.0833333333333333
2008-01-31,-0.064516129032258
2008-12-18,-0.5740740740740741
2008-10-06,0.0
2008-06-05,0.1515151515151515
2008-08-28,0.0909090909090909
2008-04-24,0.1489361702127659
2008-07-17,0.2325581395348837
2008-11-20,-0.4411764705882353
2008-03-13,0.1348314606741573
2006-04-06,-0.0181818181818181
2006-06-01,0.2291666666666666
2006-12-14,0.0158730158730158
2006-11-02,-0.1481481481481481
2006-05-04,0.123076923076923
2006-02-09,0.0363636363636363
2006-06-29,0.1702127659574468
2006-03-09,0.1034482758620689
2006-01-12,-0.06
2006-09-21,-0.0983606557377049
2006-08-10,0.0
2007-11-15,0.010204081632653
2007-07-12,0.0
2007-05-31,0.0694444444444444
2007-10-04,0.0945945945945946
2007-03-08,-0.109375
2007-12-20,-0.0919540229885057
2007-08-23,-0.0108695652173913
2007-04-19,-0.0461538461538461
2007-01-25,-0.0178571428571428
2009-12-17,-0.0568181818181818
2009-04-16,-0.4210526315789473
2009-11-05,0.0
2009-05-28,-0.2736842105263158
2009-03-05,-0.4603174603174603
2009-01-29,-0.3103448275862069
2009-08-20,-0.2278481012658227
2009-10-01,-0.1935483870967742
2009-07-09,-0.4731182795698925
2017-12-14,0.0566037735849056
2017-05-11,0.1875
2017-02-09,0.0188679245283018
2017-03-23,0.1538461538461538
2017-09-21,0.4038461538461538
2017-08-10,0.25
2017-11-09,0.2272727272727272
2017-06-22,-0.072463768115942
2010-01-28,0.1839080459770115
2010-06-03,-0.009009009009009
2010-03-11,-0.086021505376344
2010-10-07,-0.1690140845070422
2010-11-18,-0.189873417721519
2010-07-15,-0.1458333333333333
2010-12-29,0.0549450549450549
2010-04-22,0.1061946902654867
2010-08-26,0.0659340659340659
2019-06-20,-0.2765957446808511
2019-12-12,0.0833333333333333
2019-02-07,-0.38
2019-05-09,-0.391304347826087
2019-11-14,-0.2222222222222222
2019-03-21,-0.24
2019-09-26,-0.4489795918367347
2019-08-08,-0.3584905660377358
2021-03-25,-0.1666666666666666
2021-11-18,-0.2073170731707317
2021-08-12,-0.1746031746031746
2021-09-23,-0.0921052631578947
2021-05-12,-0.1774193548387097
2021-06-24,-0.1470588235294117
2021-12-16,-0.0641025641025641
2021-02-11,-0.136986301369863
2020-12-17,-0.3285714285714285
2020-03-19,-0.6
2020-02-06,-0.2156862745098039
2020-11-19,-0.4383561643835616
2020-10-01,-0.4264705882352941
2020-08-20,-0.4202898550724637
2020-06-25,-0.509090909090909
2018-09-27,0.4468085106382978
2018-06-20,0.3333333333333333
2018-02-08,0.1964285714285714
2018-08-09,0.4042553191489361
2018-12-13,-0.1509433962264151
2018-11-15,0.0
2018-05-10,0.3181818181818182
2018-03-22,0.3389830508474576
2011-05-05,
2011-02-10,0.351063829787234
2011-10-20,-0.2615384615384615
2011-06-16,0.064516129032258
2011-03-24,0.3222222222222222
2011-09-08,-0.2117647058823529
2011-12-01,0.0
2011-07-28,-0.02
2016-02-11,-0.4153846153846154
2016-06-23,-0.0779220779220779
2016-12-22,0.2571428571428571
2016-05-12,-0.0166666666666666
2016-09-22,0.0757575757575757
2016-11-10,-0.0307692307692307
2016-03-23,-0.3333333333333333
2016-08-11,-0.15625
2005-05-05,0.0317460317460317
2005-01-13,0.0377358490566037
2005-06-30,0.1904761904761904
2005-02-10,0.0350877192982456
2005-12-15,-0.0925925925925925
2005-10-20,0.0677966101694915
2005-11-17,-0.1132075471698113
2005-03-10,-0.0188679245283018
2005-06-02,0.1020408163265306
2005-09-22,0.1551724137931034
2005-08-25,0.0
2005-04-07,0.0813953488372093
2005-07-28,0.0923076923076923
2002-06-06,-0.05
2002-12-19,-0.2129032258064516
2002-09-26,-0.0460526315789473
2002-07-04,-0.1640625
2002-08-01,-0.1231884057971014
2002-11-21,-0.3223684210526316
2002-03-14,-0.150375939849624
2002-10-23,-0.1933333333333333
